,HOUSEHOLD_X,HOUSEHOLD_Y,HOUSEHOLD_TYPE,WORKPLACE_X,WORKPLACE_X,WORKPLACE_TYPE
69,195,207,14,218,338,8
70,306,126,12,326,389,6
71,234,339,14,288,265,21
72,294,244,14,277,230,7
73,176,335,12,332,303,17
74,231,122,14,301,245,6
75,225,234,14,316,338,6
76,315,304,14,269,134,10
77,326,367,14,303,252,44
78,214,330,12,275,187,10
79,147,238,14,287,214,6
80,314,231,14,230,319,20
81,202,287,37,312,292,17
82,178,235,14,202,217,10
83,276,49,12,242,190,10
84,166,240,14,349,268,6
85,310,122,14,293,230,25
86,303,326,14,301,243,28
87,217,248,14,52,51,25
88,273,362,14,255,368,17
89,207,244,14,219,208,10
90,300,237,14,287,249,7
91,228,206,14,189,227,10
92,304,188,14,291,230,33
93,216,307,14,227,187,10
94,328,359,14,275,273,10
95,334,192,14,212,308,17
96,53,58,37,194,137,33
97,189,133,14,348,348,17
98,318,392,14,243,260,23
99,177,335,12,179,241,6
100,254,326,12,192,217,10
101,316,299,14,106,320,8
102,302,146,12,214,271,25
103,225,202,14,373,196,25
104,85,17,12,319,271,17
105,244,362,14,247,131,24
106,300,124,14,106,322,33
107,210,272,14,228,90,24
108,315,87,12,282,403,17
109,189,305,12,447,265,17
110,195,321,14,197,240,16
111,211,144,14,298,206,17
112,308,232,14,351,346,6
113,156,321,12,340,233,6
114,274,38,12,197,277,6
115,212,237,14,294,285,8
116,224,190,14,266,355,17
117,92,52,12,242,338,42
118,188,305,12,283,395,10
119,279,248,14,256,146,24
120,185,159,14,279,228,7
121,225,242,14,270,63,9
122,88,19,12,219,361,20
123,227,225,14,194,169,6
124,254,209,14,291,232,6
125,285,136,12,287,261,21
126,173,234,12,295,235,16
127,319,316,14,278,134,18
128,208,349,14,245,164,17
129,194,143,12,271,172,38
130,290,207,14,289,266,21
131,240,218,14,271,238,6
132,248,248,14,303,245,8
133,197,250,37,54,52,10
134,242,197,37,218,207,10
135,307,233,14,287,249,7
136,210,230,14,312,292,17
137,317,356,14,196,290,33
138,222,265,14,465,111,20
139,271,52,14,468,123,25
140,325,187,12,263,83,10
141,88,49,14,285,395,9
142,284,100,14,291,259,10
143,241,215,14,294,227,6
144,318,285,14,380,175,9
145,237,400,14,281,202,20
146,272,232,14,307,398,6
147,231,266,12,330,391,17
148,241,225,14,225,237,10
149,197,259,14,248,143,10
150,187,211,14,288,267,21
151,317,128,14,277,386,17
152,49,57,14,339,226,20
153,309,245,14,297,328,25
154,299,223,14,309,234,17
155,291,30,12,248,129,24
156,266,162,12,64,303,25
157,83,20,12,289,247,18
158,178,336,12,292,97,23
159,271,69,14,203,205,6
160,299,342,14,282,234,16
161,222,170,14,307,402,17
162,305,188,37,249,75,10
163,303,355,14,331,239,8
164,191,129,14,275,230,7
165,236,263,14,254,151,10
166,214,283,14,212,273,8
167,307,233,14,274,237,10
168,198,187,14,281,270,10
169,202,282,14,318,260,6
170,210,198,14,270,146,3
171,211,192,14,289,245,7
172,189,159,12,291,257,6
173,212,196,14,306,358,6
174,80,59,14,362,374,25
175,218,206,14,169,190,20
176,292,217,14,244,164,10
177,261,85,14,295,306,17
178,253,348,14,267,231,10
179,281,130,14,262,270,25
180,270,372,14,189,227,10
181,309,129,14,248,158,10
182,248,388,14,274,246,10
183,201,277,12,297,251,44
184,329,261,14,463,118,46
185,165,185,14,187,239,10
186,181,179,14,343,202,30
187,312,309,14,277,247,23
188,186,348,12,285,248,10
189,330,324,37,188,218,17
190,39,43,14,322,271,25
191,297,293,14,298,318,27
192,209,246,14,191,113,6
193,223,189,14,263,331,6
194,319,187,14,238,233,6
195,230,203,14,312,244,10
196,220,193,14,298,129,23
197,186,168,14,274,253,25
198,345,196,14,237,229,10
199,241,158,14,295,251,23
200,276,94,14,306,263,17
201,189,250,14,231,99,24
202,255,344,14,191,253,17
203,303,328,14,238,351,17
204,213,268,14,268,235,10
205,215,331,12,332,344,6
206,208,256,14,274,176,24
207,214,333,14,138,275,6
208,298,109,12,281,227,10
209,287,145,12,292,305,3
210,294,67,14,306,398,17
211,320,343,14,313,386,24
212,305,80,12,274,220,7
213,215,224,14,321,254,10
214,296,399,14,330,341,2
215,310,360,14,285,236,16
216,329,131,12,287,379,6
217,204,215,14,266,232,10
218,310,119,14,274,265,7
219,234,98,12,231,240,23
220,194,321,14,210,188,16
221,285,222,14,407,124,17
222,317,232,14,298,206,17
223,224,188,14,203,256,23
224,247,340,14,249,145,16
225,298,52,12,138,274,6
226,303,305,14,269,211,3
227,197,202,14,295,404,6
228,172,245,14,247,251,10
229,282,161,14,330,359,10
230,188,177,14,303,242,23
231,191,150,14,274,254,20
232,343,326,14,249,131,24
233,252,347,14,307,225,44
234,290,149,14,278,251,23
235,220,235,14,302,238,8
236,248,344,14,309,290,8
237,251,338,14,216,320,9
238,275,87,12,294,253,7
239,200,211,14,209,216,6
240,308,116,12,312,78,8
241,327,364,14,276,261,10
242,187,159,12,264,233,10
243,306,239,14,242,261,23
244,149,324,12,260,361,6
245,322,356,14,211,137,7
246,318,364,14,280,230,30
247,198,203,14,223,210,10
248,266,50,12,235,251,17
249,237,194,12,486,75,3
250,237,202,14,204,202,6
251,189,147,14,323,346,17
252,217,213,14,322,271,8
253,222,95,37,304,238,17
254,270,117,14,269,246,24
255,316,359,14,248,351,17
256,201,266,14,258,95,46
257,212,219,14,307,389,9
258,186,165,14,84,34,8
259,92,55,12,176,244,17
260,296,399,14,298,241,7
261,217,215,14,291,289,17
262,244,349,14,297,229,16
263,300,221,14,289,253,25
264,291,210,14,316,338,6
265,279,255,14,266,243,10
266,218,212,14,191,129,10
267,297,98,12,292,257,20
268,88,20,12,267,245,7
269,303,110,12,162,250,17
270,231,362,14,211,207,10
271,264,97,14,289,232,7
272,219,164,14,335,237,42
273,217,224,14,273,246,10
274,225,204,14,235,177,10
275,189,229,14,290,172,38
276,204,226,14,285,239,10
277,300,142,14,287,216,17
278,305,80,12,334,285,17
279,268,43,14,331,207,9
280,167,231,14,289,282,10
281,197,133,14,227,229,23
282,206,144,14,232,107,24
283,319,358,14,269,246,10
284,154,325,37,338,332,17
285,303,54,12,267,132,23
286,221,164,14,222,230,23
287,83,20,12,256,355,25
288,199,178,37,161,284,17
289,233,111,14,276,102,23
290,235,314,12,337,360,17
291,316,138,12,204,290,6
292,177,335,12,274,219,16
293,291,211,14,203,195,24
294,182,351,12,343,225,6
295,191,304,12,319,229,10
296,251,241,12,211,260,10
297,330,317,37,259,255,2
298,278,271,14,78,0,6
299,266,47,14,283,272,46
300,243,357,14,294,226,30
301,192,134,12,279,253,23
302,198,115,12,303,313,17
303,305,120,14,257,148,10
304,244,173,37,274,176,24
305,322,358,14,232,231,42
306,182,199,14,330,390,6
307,213,227,14,222,235,33
308,311,261,14,267,243,10
309,254,71,14,346,336,44
310,206,241,14,249,104,3
311,212,353,14,206,261,16
312,268,45,14,213,232,18
313,270,121,14,155,242,17
314,203,287,14,278,266,10
315,197,134,14,296,233,16
316,306,244,14,300,226,10
317,304,224,14,292,210,9
318,184,195,14,232,107,24
319,300,322,14,172,219,1
320,186,207,14,378,171,1
321,320,360,14,94,28,33
322,185,347,12,260,335,42
323,344,322,37,248,326,6
324,203,218,14,305,404,20
325,363,367,12,96,41,25
326,296,127,12,270,232,10
327,301,326,12,238,102,24
328,195,209,14,237,288,6
329,215,214,14,246,229,10
330,276,247,14,261,361,17
331,245,346,14,327,344,6
332,192,158,12,323,326,9
333,299,342,14,242,188,24
334,182,179,14,280,184,10
335,318,320,14,269,188,10
336,239,224,14,235,177,10
337,311,353,14,271,234,10
338,308,351,14,268,233,24
339,208,170,14,162,314,17
340,255,345,14,291,258,8
341,200,190,14,310,221,30
342,316,208,14,288,333,24
343,258,327,12,261,325,17
344,222,223,14,195,152,17
345,302,308,14,311,249,20
346,323,86,12,300,224,17
347,341,210,14,231,109,20
348,200,222,14,298,206,17
349,271,393,14,292,239,7
350,233,202,14,246,89,24
351,210,292,14,335,187,17
352,263,407,14,258,392,2
353,292,228,14,161,284,17
354,237,222,14,243,303,24
355,327,359,14,220,216,10
356,223,247,14,318,264,6
357,305,305,14,305,239,6
358,325,362,14,237,93,24
359,335,205,14,258,403,25
360,177,269,37,302,96,17
361,217,210,14,230,235,7
362,292,33,12,272,238,10
363,282,98,14,300,144,17
364,257,362,14,211,207,10
365,237,336,14,249,304,10
366,246,209,14,246,229,10
367,124,264,37,288,262,21
368,196,202,14,197,277,6
369,238,222,14,279,119,6
370,306,227,14,266,213,30
371,69,22,14,57,54,25
372,321,319,14,243,303,24
373,295,209,14,305,240,17
374,192,117,12,294,225,30
375,340,295,37,192,241,10
376,237,173,37,211,226,10
377,307,310,14,217,343,10
378,71,58,14,232,119,6
379,243,357,14,297,247,33
380,216,218,14,301,313,17
381,305,111,14,292,160,1
382,195,199,14,325,215,17
383,257,373,14,280,183,10
384,324,356,14,282,238,16
385,225,225,14,330,390,6
386,329,129,12,230,233,10
387,226,225,14,182,197,17
388,316,85,12,203,195,24
389,288,205,12,239,135,17
390,309,241,14,231,109,20
391,220,341,14,92,59,6
392,270,248,14,309,352,9
393,265,47,14,124,232,18
394,258,357,14,316,223,6
395,246,248,14,254,273,10
396,283,49,12,261,105,8
397,261,51,14,283,236,16
398,314,358,14,230,82,24
399,316,388,14,172,219,1
400,290,126,14,238,324,6
401,254,212,14,282,368,17
402,253,355,14,253,182,24
403,249,374,14,303,200,6
404,201,223,14,262,148,20
405,127,231,14,207,189,17
406,320,358,14,277,253,33
407,266,117,14,287,261,21
408,248,217,14,310,221,30
409,78,25,12,285,253,23
410,246,345,14,212,226,10
411,197,250,37,302,226,25
412,57,50,14,275,223,23
413,251,350,14,249,185,24
414,215,255,14,344,334,30
415,207,187,14,248,133,24
416,201,212,14,268,235,10
417,281,141,14,343,359,6
418,210,293,14,275,242,8
419,296,237,14,249,96,24
420,211,170,37,50,53,6
421,252,253,14,267,60,23
422,232,340,14,269,134,10
423,250,351,14,273,202,24
424,316,240,37,275,222,7
425,312,353,14,330,390,6
426,282,140,12,262,121,10
427,221,184,12,192,236,8
428,63,35,14,247,156,10
429,59,50,14,307,370,24
430,223,206,14,347,391,17
431,278,80,12,281,279,10
432,241,215,14,224,80,20
433,298,200,14,271,238,6
434,324,394,14,192,225,10
435,278,253,14,265,136,23
436,302,146,12,215,207,10
437,195,207,14,260,254,2
438,309,320,14,177,236,33
439,251,305,14,320,204,17
440,320,382,14,276,251,23
441,286,246,14,277,227,7
442,292,139,12,214,332,10
443,295,32,12,250,341,1
444,251,222,14,229,232,10
445,225,234,14,338,388,25
446,285,53,14,124,232,18
447,227,225,14,276,251,23
448,336,274,37,223,83,13
449,303,110,12,174,347,6
450,324,367,14,231,287,3
451,257,362,14,247,404,17
452,266,46,14,273,246,10
453,276,369,14,336,292,17
454,298,214,14,279,273,10
455,315,385,14,237,93,24
456,90,19,12,293,240,7
457,127,231,14,260,360,6
458,301,106,12,315,250,6
459,75,48,14,233,211,7
460,331,282,14,266,224,10
461,99,24,12,268,233,24
462,184,280,12,221,262,23
463,221,164,14,276,232,20
464,271,48,14,268,229,10
465,286,205,14,233,91,10
466,304,217,14,291,259,38
467,318,285,14,154,231,0
468,313,233,14,286,260,20
469,236,222,14,306,240,8
470,250,346,14,343,359,6
471,289,206,14,196,290,33
472,151,328,12,227,113,6
473,181,141,12,336,360,17
474,324,356,14,338,218,17
475,238,172,14,277,239,23
476,307,239,14,229,90,10
477,101,25,12,249,130,16
478,315,60,12,242,403,8
479,195,221,14,382,176,1
480,220,213,14,302,234,10
481,232,339,14,297,251,44
482,308,344,14,211,136,8
483,203,117,12,292,146,10
484,252,340,14,194,137,33
485,319,305,14,299,235,33
486,181,242,14,105,24,17
487,172,242,37,287,243,7
488,241,106,37,306,326,17
489,83,17,12,285,263,10
490,252,350,14,255,182,10
491,281,148,14,275,123,38
492,250,342,14,237,99,10
493,306,256,14,342,281,17
494,364,182,14,337,206,7
495,339,285,37,288,250,23
496,75,48,14,244,201,6
497,159,244,14,323,392,10
498,347,193,14,342,380,6
499,313,326,14,229,83,3
500,328,392,14,295,258,44
501,214,269,14,272,144,33
502,218,153,37,261,179,24
503,175,335,12,267,120,23
504,303,106,12,277,116,23
505,199,116,12,283,236,16
506,311,261,14,355,227,6
507,185,105,37,303,225,7
508,95,46,12,363,295,17
509,292,33,12,282,250,23
510,188,128,14,228,227,38
511,264,104,14,226,189,33
512,163,221,14,249,255,7
513,212,270,14,246,89,24
514,187,171,14,286,260,20
515,318,316,14,70,365,25
516,209,175,14,297,269,6
517,310,347,14,240,100,24
518,293,248,14,303,252,44
519,202,217,14,192,129,10
520,364,183,14,338,218,17
521,191,145,12,242,237,42
522,327,230,37,273,239,10
523,315,294,14,252,189,24
524,315,256,14,296,233,16
525,309,269,14,299,242,17
526,203,215,14,265,342,6
527,194,148,12,280,128,33
528,305,188,37,291,237,23
529,190,230,37,138,246,25
530,317,353,14,287,245,16
531,250,214,14,317,215,8
532,48,45,14,205,235,6
533,156,330,12,277,216,7
534,120,316,12,283,257,10
535,232,204,14,271,191,10
536,304,71,14,273,246,30
537,284,247,14,149,311,1
538,214,219,14,193,137,33
539,224,361,14,83,27,17
540,323,106,14,216,347,6
541,92,54,12,237,99,10
542,236,232,14,312,249,8
543,311,241,14,271,172,10
544,276,85,12,298,224,46
545,254,59,14,163,270,33
546,201,267,14,289,260,23
547,212,270,14,225,100,22
548,196,182,14,281,273,10
549,239,226,14,333,238,17
550,308,395,14,230,92,24
551,287,101,14,291,246,21
552,245,341,14,241,303,24
553,324,357,14,266,90,10
554,318,304,14,270,309,24
555,202,185,14,275,272,10
556,311,226,12,260,136,7
557,188,125,14,247,157,6
558,216,267,14,250,185,24
559,239,215,14,238,155,24
560,240,211,14,274,231,10
561,315,196,14,305,109,30
562,241,196,14,251,185,24
563,304,30,14,280,230,30
564,291,37,12,373,196,25
565,243,263,12,241,160,10
566,240,192,12,293,230,23
567,283,108,12,248,315,8
568,196,142,12,310,138,38
569,218,171,14,192,132,6
570,194,148,12,279,200,20
571,163,332,12,278,241,7
572,317,229,14,242,334,18
573,304,243,14,349,268,6
574,295,273,14,278,193,10
575,302,233,14,254,149,24
576,216,208,14,194,137,33
577,342,357,14,244,87,24
578,251,342,14,255,368,17
579,189,237,14,175,181,46
580,204,168,14,259,234,20
581,240,218,14,382,176,1
582,290,137,14,446,286,6
583,310,329,14,241,143,24
584,195,121,12,230,319,20
585,205,285,12,310,212,17
586,313,231,14,284,232,7
587,208,234,14,206,265,6
588,201,236,14,303,239,8
589,196,251,14,301,245,6
590,326,114,12,232,332,17
591,357,190,37,346,333,6
592,301,327,14,96,41,25
593,223,285,14,271,235,7
594,154,265,14,254,54,7
595,309,324,14,314,253,8
596,205,168,14,381,176,1
597,337,244,37,237,233,33
598,162,185,14,133,320,6
599,265,403,14,307,398,6
600,356,217,12,228,313,33
601,227,275,12,293,284,6
602,184,199,12,266,229,7
603,293,240,14,223,210,10
604,208,285,14,312,234,17
605,312,74,12,314,401,33
606,212,219,11,306,353,17
607,290,248,14,297,278,10
608,179,248,14,207,221,25
609,242,214,14,305,404,20
610,286,127,14,307,402,17
611,299,103,14,280,128,33
612,204,221,14,230,144,20
613,253,346,14,281,236,16
614,177,193,12,299,237,25
615,326,247,14,251,253,16
616,247,348,14,265,140,10
617,201,208,14,288,282,6
618,96,33,12,300,265,6
619,215,183,14,364,294,6
620,299,117,12,251,335,17
621,179,242,14,249,207,8
622,294,214,14,252,189,24
623,241,225,14,256,386,8
624,191,180,14,224,330,17
625,315,267,14,306,287,24
626,314,119,11,289,265,21
627,179,208,14,248,351,17
628,245,221,14,217,207,10
629,291,94,14,290,234,23
630,231,221,14,277,251,23
631,211,215,14,318,391,25
632,180,228,14,308,282,9
633,315,137,12,273,246,30
634,307,291,14,314,107,22
635,185,347,12,306,240,8
636,220,347,14,265,136,23
637,193,203,14,266,224,10
638,286,247,14,316,312,24
639,194,251,14,287,248,23
640,308,232,14,303,242,23
641,307,249,14,75,56,17
642,195,211,14,284,260,20
643,275,240,14,430,105,6
644,184,190,12,331,239,8
645,215,274,14,246,226,8
646,244,160,14,276,229,10
647,182,182,14,301,221,10
648,207,216,14,233,105,7
649,184,227,14,300,250,8
650,158,321,12,274,69,22
651,306,332,14,281,273,10
652,160,189,37,181,245,7
653,246,227,14,187,243,17
654,247,227,14,246,251,8
655,196,148,12,270,221,30
656,169,225,14,211,218,46
657,303,132,14,273,340,9
658,307,237,11,268,240,7
659,286,127,14,290,284,24
660,223,239,14,308,282,9
661,205,223,14,272,200,7
662,207,283,14,251,156,10
663,237,224,14,156,314,17
664,304,128,14,263,361,2
665,189,182,14,297,250,10
666,262,127,14,235,251,17
667,292,139,12,306,320,17
668,341,346,14,123,296,2
669,269,384,14,325,110,20
670,213,336,14,296,295,44
671,245,349,14,341,238,17
672,245,349,14,282,234,16
673,288,237,14,334,299,17
674,302,127,14,193,197,44
675,242,104,14,206,266,16
676,235,333,14,191,169,33
677,285,254,14,300,270,17
678,291,224,14,356,225,0
679,182,220,14,267,178,8
680,216,91,12,286,241,7
681,317,87,12,241,385,1
682,246,161,14,288,241,7
683,318,220,14,268,254,23
684,174,241,14,142,244,8
685,203,216,14,317,368,38
686,277,53,14,240,259,23
687,181,335,12,334,113,17
688,221,188,14,280,240,16
689,222,244,14,265,343,25
690,272,251,14,285,234,42
691,294,409,14,265,206,20
692,303,355,14,271,190,10
693,207,226,14,325,110,20
694,200,208,14,249,151,38
695,307,237,11,249,155,24
696,190,303,12,207,189,17
697,311,347,14,386,180,6
698,214,334,14,252,334,10
699,179,185,14,247,160,10
700,202,209,14,237,104,24
701,222,233,14,280,265,38
702,214,283,14,294,238,10
703,227,239,14,272,182,24
704,308,235,14,276,228,7
705,217,213,14,288,239,30
706,235,96,14,346,198,20
707,254,67,14,238,155,24
708,212,189,14,229,100,8
709,220,195,14,274,219,16
710,329,129,12,344,358,9
711,351,244,14,296,262,25
712,204,209,14,294,111,23
713,201,151,12,317,215,8
714,211,219,14,291,291,7
715,264,105,14,230,238,23
716,198,104,12,309,331,10
717,211,210,14,273,385,10
718,251,338,14,228,229,23
719,323,303,37,381,176,1
720,214,219,14,307,191,8
721,347,173,14,253,270,24
722,323,266,14,192,241,10
723,310,308,14,278,266,10
724,277,113,12,307,225,42
725,223,204,14,298,288,10
726,208,332,12,235,251,17
727,190,304,12,223,231,33
728,319,364,14,317,404,24
729,238,132,14,272,182,24
730,297,43,14,235,103,24
731,328,368,14,282,184,10
732,198,151,12,298,257,30
733,242,357,14,275,257,23
734,304,236,14,195,152,17
735,305,357,14,301,235,10
736,212,270,14,249,257,7
737,219,242,14,288,226,23
738,190,238,14,254,181,24
739,296,220,14,280,43,10
740,273,256,14,334,315,30
741,300,124,14,347,226,6
742,203,225,14,268,235,10
743,315,189,14,203,225,0
744,251,224,14,335,237,42
745,275,257,14,251,406,17
746,205,153,14,335,282,30
747,206,229,14,206,270,30
748,232,111,14,183,312,25
749,214,330,12,240,257,10
750,204,273,14,282,252,23
751,296,112,14,309,222,25
752,217,146,14,289,266,21
753,308,272,14,300,243,8
754,293,336,14,339,233,6
755,217,224,14,344,285,17
756,208,299,12,319,293,27
757,284,264,12,271,142,24
758,216,330,12,86,32,30
759,320,319,14,292,244,7
760,283,233,37,230,92,24
761,312,235,14,250,319,25
762,358,181,14,318,333,6
763,199,116,12,305,361,8
764,247,345,14,227,235,10
765,165,150,12,324,325,6
766,344,322,37,249,75,10
767,326,398,14,373,196,25
768,212,226,14,226,221,46
769,284,202,14,297,262,30
770,163,266,12,295,217,10
771,325,187,12,291,168,1
772,207,161,14,306,54,17
773,187,187,12,206,281,42
774,307,352,14,251,156,10
775,314,239,14,251,170,10
776,202,209,14,280,228,7
777,244,353,14,256,165,24
778,221,212,14,254,93,46
779,240,219,14,228,90,24
780,213,334,14,271,191,10
781,321,317,14,287,248,23
782,313,326,14,118,300,8
783,330,325,14,331,330,9
784,239,354,14,306,368,24
785,311,220,14,261,274,25
786,184,129,12,319,229,10
787,221,233,14,279,208,7
788,201,223,14,251,156,38
789,243,255,14,273,202,24
790,329,203,14,340,232,6
791,216,321,14,275,222,7
792,271,52,14,274,175,24
793,189,303,12,287,248,23
794,264,112,11,267,247,10
795,217,219,14,355,342,6
796,192,151,14,298,249,23
797,326,105,12,285,395,2
798,199,254,14,293,402,2
799,295,94,12,311,249,20
800,198,257,14,277,247,23
801,324,266,14,50,55,10
802,315,294,14,273,239,1
803,294,214,14,296,334,25
804,343,235,14,185,242,1
805,210,307,14,193,137,33
806,323,86,12,368,182,17
807,319,119,12,268,231,10
808,208,250,14,166,329,17
809,313,300,14,315,399,33
810,222,241,14,339,233,6
811,292,62,14,338,332,17
812,294,214,14,269,144,10
813,214,207,14,295,256,30
814,192,251,14,305,240,30
815,192,218,14,299,29,17
816,198,130,37,269,93,7
817,210,224,14,291,259,38
818,217,217,37,243,365,17
819,313,126,12,239,87,20
820,209,151,12,275,223,23
821,307,391,14,289,253,25
822,314,358,14,289,253,25
823,180,278,14,313,263,17
824,314,80,14,237,105,24
825,209,311,14,248,151,24
826,211,268,14,97,42,3
827,311,226,12,99,27,6
828,296,255,14,268,240,10
829,250,79,12,271,404,17
830,55,51,14,329,318,17
831,222,173,14,287,248,23
832,249,226,14,239,339,25
833,315,385,14,259,173,24
834,201,277,14,277,191,6
835,301,405,14,299,148,1
836,285,240,14,231,91,24
837,302,330,12,223,210,10
838,314,295,14,299,286,10
839,307,93,14,204,251,38
840,190,153,12,177,234,10
841,92,24,12,288,264,21
842,266,96,12,317,368,38
843,197,110,12,468,122,2
844,76,50,12,197,240,16
845,237,221,14,226,221,46
846,243,262,12,234,117,6
847,180,278,14,299,244,23
848,182,268,37,229,89,24
849,270,67,12,269,93,7
850,288,207,12,287,251,23
851,267,115,14,313,257,25
852,198,115,12,193,228,20
853,201,234,14,221,368,17
854,180,239,14,228,358,6
855,84,45,12,166,247,10
856,309,204,14,260,178,3
857,83,36,12,298,171,1
858,206,260,14,277,188,22
859,199,238,14,230,92,24
860,285,52,14,312,297,10
861,300,46,12,254,93,46
862,196,111,12,266,231,10
863,211,188,14,298,318,27
864,245,350,14,270,235,7
865,236,111,14,262,235,24
866,301,128,14,253,180,24
867,179,153,37,273,236,7
868,188,163,12,342,234,17
869,167,236,14,292,264,23
870,282,111,14,204,258,8
871,242,349,14,306,205,10
872,213,217,14,303,293,24
873,184,190,12,288,232,30
874,169,161,37,291,257,23
875,266,114,14,274,179,24
876,212,219,14,281,252,23
877,95,47,12,338,388,25
878,251,344,14,242,99,24
879,239,311,14,289,267,21
880,226,243,14,351,263,18
881,212,262,14,266,232,10
882,313,294,14,268,207,10
883,219,213,14,94,28,33
884,176,193,12,342,94,10
885,335,327,37,159,227,17
886,180,233,14,306,240,30
887,185,259,14,193,183,10
888,187,183,37,259,254,2
889,271,85,12,290,269,30
890,210,235,14,214,130,10
891,232,224,14,307,191,8
892,199,138,37,269,245,10
893,210,171,14,253,176,24
894,302,298,14,154,231,0
895,372,184,14,485,108,1
896,225,242,14,237,159,6
897,323,349,14,272,256,10
898,315,87,12,273,105,16
899,321,227,14,248,315,8
900,213,198,14,294,227,6
901,195,221,14,275,257,23
902,318,366,14,292,270,9
903,259,73,14,307,402,17
904,182,305,14,287,225,23
905,216,294,12,142,244,8
906,208,167,14,249,161,3
907,298,221,14,223,263,8
908,307,232,14,223,325,10
909,317,105,12,268,356,25
910,334,319,14,210,305,24
911,243,352,14,270,201,10
912,216,201,14,243,188,10
913,232,341,12,216,283,10
914,318,83,14,272,238,10
915,285,53,14,271,191,10
916,294,29,12,301,244,8
917,352,179,14,223,186,24
918,314,361,14,273,273,10
919,303,302,14,56,57,6
920,199,148,12,241,258,38
921,316,140,12,222,230,23
922,317,362,14,57,54,25
923,246,225,14,287,226,23
924,222,240,37,167,177,25
925,320,117,12,200,332,7
926,215,224,14,279,128,10
927,264,127,14,243,167,10
928,176,335,12,237,229,10
929,238,172,14,254,148,16
930,295,257,14,236,216,7
931,308,121,14,190,207,6
932,141,321,12,106,322,33
933,207,212,14,234,204,7
934,365,183,14,88,48,6
935,178,186,14,223,304,46
936,293,128,14,305,404,20
937,122,315,14,260,361,6
938,290,180,12,247,358,10
939,221,223,14,276,239,7
940,208,259,12,299,235,33
941,335,198,14,266,239,10
942,203,287,14,335,237,42
943,176,236,37,305,239,6
944,312,181,14,300,144,17
945,65,35,12,251,156,10
946,245,209,14,200,319,23
947,209,218,11,203,237,10
948,255,61,14,282,411,2
949,202,179,12,194,177,8
950,305,31,12,328,209,20
951,300,232,14,303,245,8
952,323,365,14,227,235,10
953,318,307,14,244,164,10
954,212,333,14,278,237,42
955,312,281,14,206,266,16
956,196,257,14,269,323,6
957,268,48,14,295,404,6
958,290,58,14,304,381,6
959,223,265,14,245,130,24
960,141,318,12,254,351,25
961,238,227,14,249,131,16
962,71,58,14,323,323,10
963,233,335,14,312,352,6
964,211,201,14,221,262,23
965,242,258,14,305,247,17
966,284,232,14,289,249,23
967,193,320,14,255,51,7
968,206,254,14,253,176,24
969,276,112,14,373,195,25
970,214,198,14,268,202,24
971,65,26,12,262,270,25
972,224,239,14,312,277,6
973,176,178,12,83,27,17
974,300,139,14,239,224,23
975,276,45,14,465,111,20
976,212,203,14,352,238,6
977,207,216,14,290,251,17
978,239,261,14,261,223,10
979,165,193,14,271,171,7
980,327,312,37,324,318,6
981,229,238,14,291,122,10
982,266,46,14,339,374,6
983,216,294,12,313,263,17
984,324,183,12,183,247,33
985,282,215,14,229,227,38
986,233,119,14,262,361,22
987,221,206,14,198,238,42
988,246,340,14,270,201,10
